Ad_ID,Campaign_Name,Clicks,Impressions,Impressions per conversion,Cost,Conversions,Cost per conversion,Leads,Conversion Rate,Sale_Amount,Ad_Date,Location,Device,Keyword
A2647,Data Analytics Corse,130,4561,506.78,$196.04,9,$21.78,25,0.069,"$1,388",18-11-2024,hyderabad,Desktop,analytics for data
A2648,DataAnalyticsCourse,169,5865,1173.00,$200.36,5,$40.07,19,0.03,"$1,482",30-11-2024,HYDERABAD,Mobile,online data analytic
A2649,Data Anlytics Corse,176,5275,659.38,$241.12,8,$30.14,14,,"$1,995",15-11-2024,Hyderbad,mobile,data analitics online
A2650,Data Analytcis Course,143,4964,496.40,$207.66,10,$20.77,21,0.07,"$1,619",13-11-2024,Hyderbad,tablet,analytics for data
A2651,Data Anlytics Corse,153,5292,588.00,$225.98,9,$25.11,21,0.059,"$1,223",2024/11/10,hydrebad,mobile,data analytics course
A2652,Data Analytics Corse,96,5568,556.80,$210.99,10,$21.10,19,0.104,"$1,317",2024-11-21,Hyderbad,desktop,learn data analytics
A2653,Data Analytics Corse,96,4849,969.80,$198.41,5,$39.68,13,0.052,"$1,198",27-11-2024,hydrebad,mobile,online data analytic
A2654,Data Analytics Corse,172,4128,589.71,,7,0,12,0.041,"$1,070",2024/11/17,Hyderbad,tablet,learn data analytics
A2655,Data Anlytics Corse,197,4645,929.00,$219.15,5,$43.83,24,0.025,"$1,911",2024/11/30,hydrebad,Mobile,online data analytic
A2656,DataAnalyticsCourse,191,5706,951.00,$249.69,6,$41.62,25,0.031,"$1,821",2024-11-16,Hyderbad,desktop,data analitics online
A2657,DataAnalyticsCourse,167,3438,491.14,$235.20,7,$33.60,10,,"$1,229",2024-11-17,Hyderbad,desktop,data analitics online
A2658,Data Anlytics Corse,191,3610,601.67,$217.44,6,$36.24,27,0.031,"$1,890",2024-11-23,Hyderbad,tablet,analytics for data
A2659,Data Anlytics Corse,90,3828,638.00,$238.12,6,$39.69,21,0.06,"$1,505",2024/11/21,hydrebad,desktop,data analitics online
A2660,Data Analytcis Course,115,5431,775.86,$180.50,7,$25.79,,0.061,"$1,995",2024/11/15,Hyderbad,DESKTOP,data analytics course
A2661,DataAnalyticsCourse,188,4300,614.29,$226.13,7,$32.30,28,,"$1,185",2024/11/14,HYDERABAD,Mobile,online data analytic
A2662,Data Analytcis Course,173,3829,957.25,$221.28,4,$55.32,29,0.023,"$1,417",2024/11/25,hydrebad,Desktop,learn data analytics
A2663,Data Analytics Corse,107,4165,416.50,$192.18,10,$19.22,21,0.093,"$1,754",29-11-2024,HYDERABAD,Mobile,learn data analytics
A2664,Data Analytics Corse,171,5953,850.43,$230.37,7,$32.91,14,0.048,"$1,436",17-11-2024,hydrebad,Tablet,analytics for data
A2665,Data Analytcis Course,87,4836,690.86,$242.00,7,$34.57,12,,"$1,665",15-11-2024,hyderabad,DESKTOP,learn data analytics
A2666,Data Analytcis Course,199,3717,1239.00,$226.84,3,$75.61,27,0.037,"$1,449",2024/11/25,Hyderbad,MOBILE,data anaytics training
A2667,DataAnalyticsCourse,195,5190,1730.00,$231.62,3,$77.21,,,"$1,429",12-11-2024,HYDERABAD,Tablet,data analytics course
A2668,DataAnalyticsCourse,97,3921,435.67,$232.83,9,$25.87,11,0.036,"$1,886",2024/11/16,HYDERABAD,tablet,analytics for data
A2669,Data Analytcis Course,184,3824,637.33,$200.99,6,$33.50,26,,"$1,023",2024/11/26,hydrebad,MOBILE,data analitics online
A2670,Data Anlytics Corse,168,5414,676.75,$221.78,8,$27.72,19,0.048,"$1,715",2024-11-29,hydrebad,mobile,data anaytics training
A2671,Data Analytcis Course,128,3984,996.00,$222.78,4,$55.70,26,,"$1,786",2024/11/14,hydrebad,desktop,data analitics online
A2672,DataAnalyticsCourse,117,4716,1179.00,$213.86,4,$53.47,26,,,2024-11-27,HYDERABAD,MOBILE,online data analytic
A2673,Data Anlytics Corse,142,5265,585.00,$183.15,9,$20.35,19,0.047,"$1,173",2024/11/07,hydrebad,Desktop,online data analytic
A2674,Data Anlytics Corse,194,5273,527.30,$201.59,10,$20.16,15,,"$1,018",2024-11-06,Hyderbad,Mobile,data analitics online
A2675,DataAnalyticsCourse,141,5656,942.67,$193.58,6,$32.26,20,0.043,"$1,953",26-11-2024,hydrebad,DESKTOP,data analytics course
A2676,DataAnalyticsCourse,137,3149,524.83,$195.06,6,$32.51,17,0.046,"$1,718",2024-11-08,HYDERABAD,tablet,analytics for data
A2677,Data Anlytics Corse,162,5799,724.88,$196.39,8,$24.55,27,0.049,,2024-11-13,HYDERABAD,TABLET,data analitics online
A2678,DataAnalyticsCourse,151,3487,581.17,$187.00,6,$31.17,30,0.04,"$1,529",13-11-2024,HYDERABAD,mobile,online data analytic
A2679,Data Anlytics Corse,87,4140,591.43,$209.82,7,$29.97,17,0.08,"$1,151",23-11-2024,hyderabad,tablet,online data analytic
A2680,Data Analytics Corse,183,5659,808.43,$191.88,7,$27.41,12,0.038,"$1,830",2024-11-10,hydrebad,Mobile,analytics for data
A2681,DataAnalyticsCourse,120,3629,#DIV/0!,$197.43,,#DIV/0!,12,0.053,"$1,522",2024-11-23,HYDERABAD,desktop,data anaytics training
A2682,Data Analytcis Course,187,5531,1106.20,$219.88,5,$43.98,10,0.05,"$1,807",2024-11-13,hyderabad,tablet,analytics for data
A2683,Data Analytics Corse,121,5275,1318.75,$234.88,4,$58.72,23,0.033,"$1,766",05-11-2024,hyderabad,DESKTOP,data analitics online
A2684,Data Analytics Corse,173,3190,#DIV/0!,$226.32,,#DIV/0!,13,,"$1,884",2024-11-27,hyderabad,Mobile,online data analytic
A2685,DataAnalyticsCourse,165,5406,540.60,$237.32,10,$23.73,23,,"$1,002",25-11-2024,Hyderbad,TABLET,data analytics course
A2686,Data Analytcis Course,192,3755,1251.67,$218.14,3,$72.71,28,0.016,"$1,121",2024-11-30,hydrebad,MOBILE,online data analytic
A2687,Data Analytics Corse,193,4497,499.67,$248.41,9,$27.60,24,0.047,"$1,025",2024/11/06,Hyderbad,desktop,learn data analytics
A2688,Data Anlytics Corse,138,5904,738.00,$197.08,8,$24.64,26,0.058,"$1,698",2024/11/19,HYDERABAD,Desktop,learn data analytics
A2689,Data Anlytics Corse,104,4212,702.00,,6,0,15,,"$1,108",2024/11/30,HYDERABAD,Desktop,data anaytics training
A2690,Data Anlytics Corse,162,5979,996.50,$190.69,6,$31.78,30,0.043,"$1,976",2024/11/23,hyderabad,TABLET,learn data analytics
A2691,DataAnalyticsCourse,115,4950,550.00,$241.85,9,$26.87,19,0.078,"$1,343",2024/11/16,hyderabad,tablet,online data analytic
A2692,Data Analytics Corse,104,3405,425.63,$227.36,8,$28.42,28,0.05,"$1,970",2024/11/27,Hyderbad,mobile,data analytics course
A2693,DataAnalyticsCourse,168,,0.00,$196.79,8,$24.60,22,0.051,"$1,666",2024/11/23,hydrebad,tablet,learn data analytics
A2694,DataAnalyticsCourse,146,4624,513.78,$212.67,9,$23.63,19,,"$1,513",2024-11-09,hydrebad,Mobile,data analytics course
A2695,Data Analytics Corse,82,5241,582.33,$191.23,9,$21.25,28,0.11,"$1,369",03-11-2024,Hyderbad,desktop,data analytics course
A2696,Data Anlytics Corse,,5947,660.78,$206.33,9,$22.93,14,0.047,"$1,188",24-11-2024,Hyderbad,Tablet,analytics for data
A2697,DataAnalyticsCourse,142,3246,405.75,$249.27,8,$31.16,11,,"$1,667",2024/11/05,Hyderbad,mobile,data analitics online
A2698,Data Analytics Corse,198,5858,732.25,$232.94,8,$29.12,17,0.04,"$1,903",2024/11/22,HYDERABAD,DESKTOP,analytics for data
A2699,Data Analytcis Course,119,5159,515.90,$227.36,10,$22.74,22,0.084,"$1,448",2024-11-16,hydrebad,mobile,data anaytics training
A2700,DataAnalyticsCourse,109,4002,1334.00,$203.96,3,$67.99,14,,"$1,430",02-11-2024,Hyderbad,mobile,data analytics course
A2701,Data Anlytics Corse,87,3068,511.33,$243.15,6,$40.53,11,0.069,"$1,356",23-11-2024,hyderabad,Tablet,online data analytic
A2702,Data Analytcis Course,110,4907,490.70,$247.48,10,$24.75,12,0.091,"$1,205",2024-11-26,Hyderbad,desktop,data anaytics training
A2703,Data Analytcis Course,92,5680,811.43,$224.60,7,$32.09,15,0.076,,26-11-2024,Hyderbad,Desktop,online data analytic
A2704,Data Analytcis Course,85,3909,1303.00,$189.90,3,$63.30,12,0.035,"$1,216",14-11-2024,HYDERABAD,TABLET,online data analytic
A2705,DataAnalyticsCourse,199,3060,340.00,$237.30,9,$26.37,19,0.045,"$1,527",2024-11-04,hyderabad,mobile,data analitics online
A2706,DataAnalyticsCourse,148,4558,569.75,$249.74,8,$31.22,18,0.054,"$1,554",2024-11-01,Hyderbad,desktop,data analytics course
A2707,Data Analytcis Course,173,5992,1198.40,$230.26,5,$46.05,11,0.029,"$1,683",08-11-2024,Hyderbad,MOBILE,data anaytics training
A2708,Data Analytics Corse,84,5069,1689.67,$192.08,3,$64.03,25,0.036,"$1,738",11-11-2024,Hyderbad,Desktop,online data analytic
A2709,Data Analytics Corse,82,4340,1446.67,$186.61,3,$62.20,17,0.037,"$1,092",07-11-2024,HYDERABAD,Desktop,data anaytics training
A2710,Data Anlytics Corse,147,5139,642.38,$245.93,8,$30.74,29,0.033,"$1,853",10-11-2024,hydrebad,mobile,data analytics course
A2711,Data Analytcis Course,186,4679,519.89,$241.70,9,$26.86,19,,"$1,333",07-11-2024,Hyderbad,tablet,online data analytic
A2712,DataAnalyticsCourse,143,4232,529.00,$207.76,8,$25.97,30,,"$1,644",2024/11/18,HYDERABAD,TABLET,data analitics online
A2713,Data Analytcis Course,133,5580,1116.00,$248.11,5,$49.62,17,0.038,"$1,111",2024-11-26,Hyderbad,TABLET,data analytics course
A2714,Data Anlytics Corse,187,3972,567.43,$226.62,7,$32.37,24,0.037,"$1,011",2024/11/04,Hyderbad,desktop,data anaytics training
A2715,Data Analytics Corse,121,5205,1041.00,$181.81,5,$36.36,24,0.037,"$1,555",2024-11-08,hyderabad,TABLET,data analitics online
A2716,Data Analytics Corse,188,4521,1507.00,$214.58,3,$71.53,24,0.016,"$1,855",2024/11/19,hydrebad,tablet,data analytics course
A2717,Data Anlytics Corse,115,3924,560.57,$214.52,7,$30.65,16,0.04,"$1,312",04-11-2024,Hyderbad,desktop,online data analytic
A2718,Data Anlytics Corse,,3319,829.75,$230.39,4,$57.60,28,,"$1,533",19-11-2024,Hyderbad,TABLET,analytics for data
A2719,Data Anlytics Corse,190,5141,514.10,$225.14,10,$22.51,15,0.053,"$1,761",2024/11/21,HYDERABAD,DESKTOP,learn data analytics
A2720,Data Analytics Corse,92,5952,1488.00,$192.35,4,$48.09,30,0.043,"$1,335",08-11-2024,hydrebad,mobile,data analitics online
A2721,Data Anlytics Corse,107,,0.00,$227.88,8,$28.49,23,0.075,"$1,844",2024/11/08,HYDERABAD,Desktop,online data analytic
A2722,Data Anlytics Corse,,3794,542.00,$225.38,7,$32.20,13,,"$1,401",23-11-2024,hyderabad,mobile,data analitics online
A2723,DataAnalyticsCourse,186,,0.00,$185.55,5,$37.11,11,0.027,"$1,903",2024/11/16,hyderabad,Tablet,data analytics course
A2724,Data Anlytics Corse,129,3454,431.75,$223.14,8,$27.89,17,0.034,"$1,391",01-11-2024,HYDERABAD,tablet,analytics for data
A2725,Data Analytcis Course,162,3071,341.22,$231.99,9,$25.78,29,,"$1,603",2024-11-18,HYDERABAD,Tablet,online data analytic
A2726,Data Analytcis Course,177,5954,1488.50,$206.76,4,$51.69,13,0.06,"$1,104",2024/11/14,Hyderbad,tablet,learn data analytics
A2727,Data Analytcis Course,93,3473,385.89,$207.92,9,$23.10,30,,"$1,780",2024/11/08,hyderabad,DESKTOP,data analytics course
A2728,Data Anlytics Corse,117,4341,542.63,$212.29,8,$26.54,19,0.068,"$1,399",21-11-2024,HYDERABAD,DESKTOP,learn data analytics
A2729,Data Analytcis Course,120,3310,1103.33,$247.65,3,$82.55,15,,"$1,584",2024/11/21,hyderabad,mobile,online data analytic
A2730,Data Analytcis Course,81,3694,1231.33,$183.52,3,$61.17,17,,"$1,156",22-11-2024,hydrebad,Mobile,online data analytic
A2731,Data Analytcis Course,91,3576,447.00,$243.02,8,$30.38,28,0.088,"$1,567",2024-11-25,Hyderbad,Mobile,data anaytics training
A2732,DataAnalyticsCourse,167,4856,693.71,$232.10,7,$33.16,18,0.042,"$1,476",2024/11/07,HYDERABAD,Desktop,analytics for data
A2733,Data Anlytics Corse,175,5484,1828.00,$186.91,3,$62.30,14,0.031,"$1,728",2024-11-18,HYDERABAD,Desktop,analytics for data
A2734,Data Analytcis Course,121,3633,726.60,$190.82,5,$38.16,16,0.041,"$1,157",2024-11-16,hyderabad,Tablet,data analitics online
A2735,DataAnalyticsCourse,85,,0.00,$190.32,9,$21.15,13,0.106,"$1,301",2024/11/07,hyderabad,desktop,data analitics online
A2736,Data Analytcis Course,176,4474,497.11,$215.93,9,$23.99,28,0.035,"$1,214",30-11-2024,Hyderbad,mobile,data analitics online
A2737,Data Analytics Corse,174,5282,1320.50,$240.85,4,$60.21,10,,"$1,481",2024-11-26,hydrebad,tablet,data analytics course
A2738,Data Analytcis Course,180,3778,944.50,$214.66,4,$53.67,28,,"$1,733",14-11-2024,hyderabad,Desktop,data analytics course
A2739,Data Analytcis Course,156,3361,373.44,$183.12,9,$20.35,29,0.058,"$1,241",2024/11/10,hyderabad,DESKTOP,data analitics online
A2740,Data Anlytics Corse,,5877,653.00,$223.87,9,$24.87,21,,"$1,866",2024-11-28,Hyderbad,mobile,analytics for data
A2741,Data Analytics Corse,161,5656,1414.00,$237.69,4,$59.42,12,0.056,"$1,262",2024-11-29,HYDERABAD,MOBILE,online data analytic
A2742,DataAnalyticsCourse,87,3061,510.17,$192.29,6,$32.05,15,0.069,"$1,506",2024/11/20,hyderabad,Tablet,data analitics online
A2743,Data Anlytics Corse,126,4569,1142.25,$204.13,4,$51.03,10,0.032,"$1,037",03-11-2024,Hyderbad,TABLET,learn data analytics
A2744,Data Anlytics Corse,151,5067,1013.40,$199.12,5,$39.82,13,0.055,"$1,669",2024-11-27,Hyderbad,mobile,data anaytics training
A2745,Data Anlytics Corse,85,5612,801.71,$245.87,7,$35.12,12,0.082,"$1,124",2024-11-16,Hyderbad,Mobile,learn data analytics
A2746,DataAnalyticsCourse,104,4627,771.17,$200.98,6,$33.50,28,0.058,"$1,815",16-11-2024,HYDERABAD,TABLET,data anaytics training
A2747,DataAnalyticsCourse,103,4264,1066.00,$214.56,4,$53.64,27,0.039,"$1,804",11-11-2024,Hyderbad,Desktop,learn data analytics
A2748,Data Analytcis Course,162,5815,830.71,$198.49,7,$28.36,11,0.048,"$1,468",2024-11-23,hyderabad,tablet,data analytics course
A2749,DataAnalyticsCourse,161,3597,599.50,$218.35,6,$36.39,29,0.039,"$1,840",06-11-2024,HYDERABAD,TABLET,data analytics course
A2750,Data Analytics Corse,83,5973,663.67,$224.06,9,$24.90,25,0.108,"$1,197",2024-11-10,HYDERABAD,MOBILE,analytics for data
A2751,Data Anlytics Corse,165,3430,428.75,$248.59,8,$31.07,26,0.04,"$1,056",2024/11/06,hydrebad,Desktop,analytics for data
A2752,DataAnalyticsCourse,134,5085,635.63,$186.10,8,$23.26,18,0.06,"$1,033",2024-11-27,Hyderbad,mobile,data analytics course
A2753,Data Analytcis Course,126,4906,545.11,$222.92,9,$24.77,16,0.071,"$1,443",2024-11-25,Hyderbad,MOBILE,learn data analytics
A2754,DataAnalyticsCourse,173,5082,1694.00,$198.75,3,$66.25,16,0.046,"$1,128",2024-11-14,hydrebad,tablet,analytics for data
A2755,Data Anlytics Corse,174,4661,932.20,$200.74,5,$40.15,,0.029,"$1,596",2024/11/20,hydrebad,DESKTOP,data analytics course
A2756,DataAnalyticsCourse,149,3573,893.25,$247.52,4,$61.88,20,0.031,"$1,742",03-11-2024,hyderabad,mobile,analytics for data
A2757,Data Anlytics Corse,108,5663,629.22,$213.85,9,$23.76,,0.083,"$1,703",2024/11/17,HYDERABAD,DESKTOP,data analitics online
A2758,DataAnalyticsCourse,99,4466,638.00,$214.08,7,$30.58,14,,"$1,515",2024/11/15,Hyderbad,DESKTOP,analytics for data
A2759,Data Anlytics Corse,113,3120,390.00,$249.66,8,$31.21,20,0.071,"$1,895",2024-11-27,Hyderbad,mobile,data anaytics training
A2760,Data Anlytics Corse,84,3911,558.71,$206.06,7,$29.44,13,,"$1,155",2024-11-18,hydrebad,Tablet,learn data analytics
A2761,Data Anlytics Corse,182,3458,384.22,$186.51,9,$20.72,28,0.049,"$1,982",2024-11-01,Hyderbad,desktop,learn data analytics
A2762,Data Anlytics Corse,82,3261,407.63,$245.34,8,$30.67,30,,"$1,922",2024/11/09,hydrebad,desktop,data analytics course
A2763,Data Analytcis Course,103,3844,549.14,$232.39,7,$33.20,13,0.068,"$1,763",2024-11-25,hyderabad,Mobile,learn data analytics
A2764,Data Analytcis Course,117,4298,537.25,$227.92,8,$28.49,15,0.068,"$1,512",2024/11/21,Hyderbad,Tablet,online data analytic
A2765,Data Anlytics Corse,93,4998,624.75,$201.98,8,$25.25,17,0.086,"$1,216",2024-11-12,HYDERABAD,desktop,data analytics course
A2766,DataAnalyticsCourse,166,5110,1277.50,$196.99,4,$49.25,26,,"$1,431",12-11-2024,hyderabad,Tablet,data analitics online
A2767,Data Analytics Corse,121,5155,859.17,$187.00,6,$31.17,23,0.05,"$1,510",2024-11-05,Hyderbad,TABLET,data analytics course
A2768,DataAnalyticsCourse,106,5010,835.00,$220.66,6,$36.78,26,0.057,"$1,345",16-11-2024,hydrebad,Desktop,data analytics course
A2769,Data Analytcis Course,106,4362,484.67,$227.02,9,$25.22,12,0.085,"$1,548",27-11-2024,hyderabad,Mobile,online data analytic
A2770,Data Analytcis Course,122,3662,610.33,$211.05,6,$35.18,19,0.049,"$1,082",2024/11/21,hydrebad,desktop,data anaytics training
A2771,Data Anlytics Corse,193,5464,1821.33,$224.15,3,$74.72,12,0.056,"$1,157",03-11-2024,hyderabad,Tablet,online data analytic
A2772,Data Anlytics Corse,146,3560,1186.67,$214.16,3,$71.39,26,0.021,"$1,033",2024/11/02,hydrebad,DESKTOP,analytics for data
A2773,Data Analytcis Course,,5014,626.75,$198.84,8,$24.86,10,,"$1,474",2024-11-14,hydrebad,Tablet,learn data analytics
A2774,Data Analytcis Course,111,3278,655.60,$189.58,5,$37.92,25,0.045,"$1,882",09-11-2024,HYDERABAD,MOBILE,data anaytics training
A2775,Data Anlytics Corse,,3149,393.63,$213.67,8,$26.71,14,,"$1,491",2024/11/27,hyderabad,tablet,online data analytic
A2776,Data Analytcis Course,195,4128,825.60,$246.55,5,$49.31,25,0.026,"$1,105",2024/11/09,hyderabad,Mobile,data anaytics training
A2777,Data Analytcis Course,149,5018,1672.67,$219.11,3,$73.04,16,,"$1,795",2024/11/26,Hyderbad,DESKTOP,data anaytics training
A2778,Data Analytics Corse,194,5215,869.17,$225.13,6,$37.52,12,0.031,"$1,107",2024-11-22,HYDERABAD,Tablet,data analitics online
A2779,Data Analytcis Course,191,3948,564.00,$208.43,7,$29.78,23,0.037,"$1,450",2024/11/24,hyderabad,tablet,data analytics course
A2780,Data Analytcis Course,196,4912,701.71,$187.07,7,$26.72,26,,"$1,720",04-11-2024,hyderabad,DESKTOP,data analytics course
A2781,DataAnalyticsCourse,182,5136,733.71,$249.36,7,$35.62,23,0.038,"$1,846",2024-11-03,Hyderbad,Desktop,learn data analytics
A2782,Data Analytics Corse,156,5674,567.40,$193.18,10,$19.32,29,,"$1,176",27-11-2024,Hyderbad,Desktop,data analytics course
A2783,Data Anlytics Corse,187,4674,519.33,$201.41,9,$22.38,18,0.048,"$1,719",2024-11-28,Hyderbad,tablet,learn data analytics
A2784,Data Analytcis Course,117,4408,1469.33,$184.00,3,$61.33,30,0.026,"$1,239",14-11-2024,Hyderbad,Tablet,online data analytic
A2785,Data Analytcis Course,135,5402,675.25,$238.81,8,$29.85,19,0.059,"$1,648",28-11-2024,hyderabad,Mobile,learn data analytics
A2786,Data Anlytics Corse,114,,0.00,$223.69,3,$74.56,20,0.026,"$1,845",08-11-2024,HYDERABAD,DESKTOP,data anaytics training
A2787,Data Analytics Corse,184,5876,#DIV/0!,$231.91,,#DIV/0!,23,,"$1,018",2024/11/11,hydrebad,DESKTOP,data analytics course
A2788,Data Analytics Corse,115,5996,#DIV/0!,$191.99,,#DIV/0!,24,,"$1,822",2024/11/20,hyderabad,mobile,data analytics course
A2789,DataAnalyticsCourse,149,3249,541.50,$202.43,6,$33.74,11,0.04,"$1,027",04-11-2024,HYDERABAD,DESKTOP,analytics for data
A2790,DataAnalyticsCourse,136,4351,725.17,$233.43,6,$38.91,18,0.044,"$1,299",12-11-2024,hydrebad,Tablet,online data analytic
A2791,Data Analytics Corse,119,5805,967.50,$245.13,6,$40.86,25,,"$1,122",2024-11-13,HYDERABAD,tablet,online data analytic
A2792,DataAnalyticsCourse,186,5685,568.50,$197.15,10,$19.72,18,0.046,"$1,273",2024/11/24,hyderabad,desktop,data analytics course
A2793,Data Analytics Corse,91,3199,799.75,$196.04,4,$49.01,27,0.044,"$1,737",2024/11/25,hydrebad,TABLET,data anaytics training
A2794,Data Analytics Corse,171,3490,436.25,$180.82,8,$22.60,11,0.047,"$1,497",2024-11-14,hyderabad,MOBILE,data analytics course
A2795,Data Analytics Corse,149,3584,448.00,$199.90,8,$24.99,21,0.054,,2024/11/18,Hyderbad,MOBILE,learn data analytics
A2796,Data Analytics Corse,121,3757,1252.33,$241.14,3,$80.38,16,0.04,"$1,226",2024-11-11,hyderabad,Desktop,data analitics online
A2797,Data Anlytics Corse,189,3029,1009.67,,3,0,21,0.016,"$1,016",2024/11/05,HYDERABAD,DESKTOP,data anaytics training
A2798,DataAnalyticsCourse,183,3876,387.60,$237.72,10,$23.77,13,0.055,"$1,682",2024/11/11,hydrebad,mobile,data analitics online
A2799,DataAnalyticsCourse,133,4622,924.40,$243.63,5,$48.73,26,0.038,"$1,742",2024/11/22,hydrebad,Mobile,analytics for data
A2800,Data Anlytics Corse,127,3249,649.80,$244.01,5,$48.80,25,0.039,"$1,248",2024-11-05,hyderabad,Mobile,analytics for data
A2801,Data Analytics Corse,195,3372,374.67,$225.57,9,$25.06,10,0.046,"$1,686",2024/11/17,hydrebad,Mobile,data anaytics training
A2802,DataAnalyticsCourse,138,5452,681.50,$210.45,8,$26.31,16,0.052,"$1,964",02-11-2024,hyderabad,Desktop,data anaytics training
A2803,Data Analytics Corse,134,3011,430.14,$230.59,7,$32.94,21,0.052,"$1,224",16-11-2024,HYDERABAD,Mobile,online data analytic
A2804,DataAnalyticsCourse,110,3371,561.83,$211.89,6,$35.32,12,0.055,"$1,743",2024-11-09,hydrebad,tablet,data analytics course
A2805,DataAnalyticsCourse,186,5126,732.29,$182.38,7,$26.05,25,0.038,"$1,856",2024-11-18,Hyderbad,tablet,data analitics online
A2806,Data Analytics Corse,191,5257,876.17,$219.40,6,$36.57,29,0.031,"$1,730",2024/11/04,Hyderbad,mobile,data analitics online
A2807,Data Analytics Corse,169,3475,1158.33,$247.16,3,$82.39,12,0.018,"$1,985",2024-11-12,hyderabad,MOBILE,data anaytics training
A2808,DataAnalyticsCourse,198,5447,1089.40,$225.49,5,$45.10,16,0.025,"$1,249",29-11-2024,hydrebad,MOBILE,analytics for data
A2809,Data Analytics Corse,184,3272,363.56,$241.80,9,$26.87,27,,"$1,969",2024/11/08,HYDERABAD,MOBILE,learn data analytics
A2810,Data Anlytics Corse,87,5221,580.11,$217.08,9,$24.12,13,0.103,"$1,723",2024/11/09,hydrebad,DESKTOP,data analitics online
A2811,Data Anlytics Corse,180,3099,619.80,$241.32,5,$48.26,23,0.028,"$1,177",2024/11/28,hyderabad,Mobile,analytics for data
A2812,Data Analytics Corse,99,4229,528.63,$183.70,8,$22.96,24,0.081,"$1,792",2024-11-19,HYDERABAD,Mobile,learn data analytics
